Industry_Sector,Round,Investor_Equity_Total,Age,Round_Equity_Total,Company_Status,Investment_Date,Num_Investors,Disclosed_Equity_Contribution,Location,Duration
Healthcare,2,2000000,39,,Active,2021-04-01,3,44000000,New York,314
Consumer Cyclicals,1,22000000,45,,Active,2021-10-13,1,22000000,New York,7
Technology,1,22000000,45,,Active,2021-10-15,1,22000000,California,3
Technology,1,22000000,34,,Active,2021-10-18,1,22000000,California,1
Technology,1,22000000,22,,Active,2021-10-19,1,22000000,New York,2
Technology,1,22000000,42,,Active,2021-07-12,1,22000000,Massachusetts,198
Industrials,1,22000000,35,,Active,2021-12-10,1,22000000,Rhode Island,1
Healthcare,1,22000000,20,,Active,2022-01-06,1,22000000,California,1
Industrials,1,22000000,0,,Active,2022-02-08,1,22000000,California,1
Technology,2,18995000,69,,Active,2018-10-09,2,21994800,Massachusetts,1
Technology,2,8390000,0,,Acquisition,2017-04-06,2,21990200,California,559
Technology,2,0,0,,Active,2012-04-11,2,21974000,California,1183
Academic & Educational Services,2,3200000,26,,Active,2021-02-22,2,21908900,California,193
Consumer Cyclicals,3,5100000,23,,Active,2015-12-07,3,21900000,California,357
Technology,1,21899000,23,,Active,2021-11-19,1,21899000,Utah,6
Industrials,2,5500000,16,,Active,2017-05-06,3,36870900,Utah,314
Technology,2,8000000,34,,Active,2018-10-24,6,40450100,New York,443
Technology,2,7825000,0,,Active,2018-04-06,2,21825100,California,4
Healthcare,3,3073000,36,,Active,2020-04-03,3,21749200,California,600
Healthcare,2,8000000,0,,Active,2021-01-27,2,21751800,California,345
Technology,2,13000000,38,,Acquisition,2015-03-06,2,21744000,California,633
Technology,3,20000000,31,,Active,2014-10-07,13,1083927500,Massachusetts,2571
Technology,2,6200000,0,,Active,2020-09-29,2,21700000,California,2
Technology,2,6600000,0,,Active,2021-02-02,2,21699700,Florida,343
Consumer Cyclicals,3,4500000,0,,Active,2016-09-13,3,21669000,Massachusetts,101
Consumer Non-Cyclicals,4,1100000,0,,Active,2020-07-01,4,21670100,California,24
Technology,3,2120000,6,,Merger,2013-12-20,3,21660000,New York,1099
Technology,1,21664000,36,,Went Public,2012-01-18,6,81896100,Colorado,3509
Industrials,5,12000000,29,,Acquisition,2013-06-05,16,60690900,Massachusetts,971
Technology,3,5210000,0,,Acquisition,2014-01-10,3,21630000,California,1882
Consumer Cyclicals,2,3786000,0,,Active,2018-09-18,2,21608000,New York,692
Healthcare,2,5000000,0,,Active,2020-03-19,3,67544000,California,347
Healthcare,3,0,0,,Active,2017-03-06,4,21582300,New York,0
Technology,1,21520000,29,,Active,2021-07-20,1,21520000,California,8
Technology,2,2915000,0,,Went Public,2013-01-11,9,581447500,California,783
Consumer Cyclicals,1,21500000,37,,Active,2012-02-14,6,220275300,California,785
Healthcare,6,0,33,,Active,2014-09-22,8,57151700,California,724
Technology,2,17500000,41,,Active,2017-06-14,5,329499700,Illinois,1477
Industrials,2,5000000,23,,Active,2019-12-16,2,21500000,California,758
Technology,2,16000000,0,,Active,2021-10-20,2,21500400,California,120
Healthcare,1,21500000,25,,Active,2022-01-20,1,21500100,California,1
Consumer Cyclicals,1,21500000,61,,Active,2022-02-02,1,21500000,Georgia,1
Technology,8,96000,0,,Active,2017-10-11,10,21484100,Indiana,49
Technology,3,847000,18,,Acquisition,2015-07-03,3,21446800,California,0
Healthcare,4,4189000,0,,Active,2016-05-19,8,101202000,California,193
Technology,3,3827000,0,,Active,2015-10-10,5,63407800,California,415
Technology,2,6429000,0,,Active,2018-06-20,3,21429200,California,496
Academic & Educational Services,1,21428000,49,,Active,2020-02-11,6,84944000,California,6
Technology,3,14000000,35,,Acquisition,2014-12-10,4,21462000,D. of Columbia,719
Technology,3,14280000,43,,Active,2014-07-31,5,93006900,California,851
Technology,3,5000000,41,,Active,2018-05-25,6,173873000,California,979
Technology,3,4000000,22,,Active,2018-11-12,5,69950300,Maryland,271
Technology,4,2000000,20,,Active,2017-10-30,6,54748000,Massachusetts,1437
Healthcare,2,15000000,45,,Active,2018-07-18,4,32660000,Pennsylvania,491
Industrials,1,21289000,34,,Active,2019-10-04,2,141289500,California,818
Technology,3,2500000,0,,Active,2016-04-08,4,25265000,New York,1004
Healthcare,5,5500000,55,,Active,2017-10-17,9,23869900,Washington,15
Healthcare,5,10000000,92,,Active,2021-01-25,5,21257000,Washington,4
Consumer Cyclicals,1,21253000,42,,Active,2013-06-13,3,22953200,North Carolina,2894
Technology,1,21241000,0,,Active,2021-06-29,1,21241200,California,29
Healthcare,1,21206000,45,,Acquisition,2019-01-09,4,32206000,Connecticut,15
Technology,2,8000000,17,,Active,2017-07-04,3,106200300,California,1456
Technology,2,18000000,0,,Acquisition,2018-03-20,2,21200000,Montana,1
Technology,2,11200000,32,,Active,2019-03-06,2,21199500,New York,859
Technology,3,1389000,28,,Active,2013-05-07,3,21189000,California,2205
Technology,3,10000000,51,,Active,2013-04-16,11,57237000,California,2498
Technology,2,15000000,0,,Active,2016-11-18,4,110600000,California,48
Technology,3,13000000,0,,Active,2014-07-21,4,21100000,California,99
Technology,3,1370000,39,,Active,2015-01-07,7,161024800,California,2014
Healthcare,3,5500000,33,,Active,2014-10-17,4,27023800,Massachusetts,383
Healthcare,1,21013000,60,,Active,2021-01-11,1,21012900,California,8
Healthcare,1,21000000,88,,Acquisition,2014-05-12,3,39474000,D. of Columbia,2724
Healthcare,2,10500000,0,,Active,2014-04-08,3,24500000,Florida,965
Technology,2,16000000,32,,Active,2014-06-19,2,21000000,California,2069
Technology,2,15000100,43,,Active,2013-09-18,6,156002000,California,2798
Technology,3,8000000,16,,Active,2015-05-11,7,33511300,New York,1855
Healthcare,1,21000000,0,,Active,2017-01-11,1,21000000,California,57
Technology,2,6000000,21,,Active,2012-10-15,13,43526900,California,1636
Industrials,5,648000,1,,Active,2017-08-11,6,26758000,Ohio,1576
Technology,1,21000000,33,,Active,2017-10-11,2,61000100,California,29
Technology,2,11000000,12,,Active,2017-12-21,2,20999000,California,16
Consumer Cyclicals,1,21000000,44,,Pending Acquisition,2018-09-07,1,21000000,Massachusetts,8
Technology,2,5000000,23,,Active,2016-12-14,3,51000000,California,658
Technology,3,3000000,15,,Pending Acquisition,2018-03-22,3,21000000,New York,1152
Healthcare,2,0,26,,Active,2019-03-01,2,21000000,California,4
Technology,2,3000000,18,,Active,2020-06-30,2,21000000,Illinois,574
Technology,2,5000000,23,,Active,2020-12-10,2,21000100,California,13
Technology,2,6000000,12,,Active,2020-10-06,2,21000000,New York,365
Consumer Non-Cyclicals,1,21000000,0,,Active,2021-10-20,2,24500000,North Carolina,111
Industrials,1,21000000,40,,Active,2021-04-22,1,20999700,North Carolina,70
Technology,1,21000000,8,,Active,2021-05-05,1,21000000,California,97
Healthcare,1,21000000,41,,Active,2021-06-07,1,21000000,Texas,14
Technology,2,3000000,0,,Active,2021-06-23,2,21000000,California,128
Technology,1,21000000,11,,Active,2021-11-17,1,20999700,Delaware,77
Technology,1,21000000,21,,Active,2021-12-20,1,21000000,California,44
Industrials,1,20968000,29,,Acquisition,2012-05-23,4,38968000,New York,3269
Technology,2,7250000,0,,Active,2020-03-02,2,20950000,Maryland,16
Technology,1,20935000,29,,Acquisition,2012-06-05,2,22435200,California,904
Technology,6,3600000,27,,Active,2020-04-07,8,20912900,Washington,679
Technology,2,9500000,0,,Acquisition,2015-10-23,3,45857200,Minnesota,678
Healthcare,1,20857000,39,,Active,2020-03-25,1,20857200,Massachusetts,20
Technology,3,1196000,0,,Active,2014-12-16,4,25331000,California,210
Technology,3,5017000,25,,Active,2013-10-10,4,21805000,California,1145
Technology,2,15795000,39,,Active,2015-04-17,2,20795300,California,84
Technology,6,10700000,46,,Acquisition,2015-11-06,9,65170000,Texas,413
Technology,3,3000000,0,,Active,2020-11-03,3,20750000,California,1
Technology,3,0,6,,Active,2020-10-19,3,20750000,California,420
Industrials,1,20710000,0,,Active,2019-04-22,4,43978000,Massachusetts,3
Technology,4,2000000,0,,Active,2015-01-06,7,95700100,California,169
Technology,1,20700000,0,,Active,2016-11-03,1,20700000,Washington,720
Technology,2,7700000,0,,Active,2020-04-08,3,20700200,Oregon,48
Technology,1,20700000,0,,Active,2021-09-14,1,20699700,California,55
Technology,3,8650000,0,,Acquisition,2018-10-03,3,20649900,California,13
Technology,2,6025000,38,,Active,2018-03-07,2,20625000,Illinois,26
Technology,1,20587000,57,,Active,2012-11-20,7,130310500,California,1054
Technology,3,6075000,0,,Acquisition,2012-08-31,4,21813000,Massachusetts,3087
Industrials,3,12500000,26,,Active,2022-02-15,4,20561000,Massachusetts,1
Technology,1,20511000,17,,Pending Acquisition,2015-06-05,3,25021000,California,1584
Technology,5,2000000,13,,Acquisition,2013-04-10,6,32799900,Massachusetts,1328
Technology,2,6500000,16,,Acquisition,2012-05-11,5,60500000,California,3293
Technology,3,0,42,,Active,2016-06-21,5,37000100,California,1
Technology,1,20500000,0,,Active,2012-02-15,6,97000200,New York,2094
Technology,2,8000000,37,,Active,2018-01-22,2,20500100,California,24
Technology,2,10500000,25,,Went Public,2016-02-10,4,146500000,New York,1981
Technology,3,15329000,0,,Active,2016-08-31,4,23603000,California,12
Technology,1,20437000,45,,Active,2018-09-27,4,182319000,California,1072
Technology,2,3000000,0,,Active,2018-12-10,2,20430700,California,100
Technology,2,5000000,29,,Active,2020-06-01,3,32434100,California,53
Healthcare,2,3073000,0,,Active,2018-05-11,7,72860000,Minnesota,14
Technology,1,20400000,44,,Active,2017-08-28,1,20400000,Utah,2
Technology,3,2000000,27,,Active,2019-03-27,3,20399800,California,782
Technology,1,20400000,0,,Active,2021-02-02,1,20400100,New York,2
Technology,2,5359000,28,,Active,2021-05-06,2,20358900,Texas,280
Technology,2,6909000,0,,Active,2019-01-15,6,53545000,Florida,585
Technology,4,1000000,9,,Active,2017-10-19,4,20321900,Massachusetts,476
Consumer Cyclicals,3,4600000,27,,Active,2019-04-18,4,40818100,Georgia,862
Technology,2,2900000,19,,Active,2013-09-25,7,50044700,California,1820
Technology,2,0,23,,Active,2020-02-11,2,20300000,California,650
Technology,2,3000000,33,,Active,2021-02-11,2,20286000,California,2
Technology,2,15000000,43,,Pending Acquisition,2017-08-02,2,20283000,New York,1387
Industrials,2,4700000,23,,Active,2017-12-07,3,20261200,California,14
Technology,2,8248000,38,,Active,2015-03-21,9,41463000,California,618
Industrials,2,1000000,0,,Active,2015-04-10,7,178383000,Washington,18
Consumer Cyclicals,2,3750000,0,,Active,2017-03-02,2,20250000,California,372
Technology,1,20251000,45,,Acquisition,2018-09-19,1,20250900,California,971
Technology,4,2250000,8,,Active,2018-11-14,4,20249700,North Carolina,898
Industrials,2,5250000,15,,Active,2020-04-20,2,20250000,Massachusetts,452
Technology,3,6620000,0,,Active,2015-07-11,5,32033000,California,506
Consumer Cyclicals,3,3400000,0,,Active,2020-09-24,3,20210000,California,1
Technology,4,6052000,0,,Active,2017-10-24,5,23187100,Virginia,809
Technology,2,5200000,0,,Active,2019-04-17,2,20185000,New York,785
Technology,4,1500000,71,,Active,2020-11-24,6,20167000,California,4
Financials,2,10140000,0,,Active,2015-10-09,2,20142000,California,383
Technology,2,4055000,0,183946000,Active,2020-10-07,2,20109100,California,370
Healthcare,5,571000,150,,Active,2012-07-12,7,23968000,Pennsylvania,2464
Financials,3,50000,23,,Active,2018-01-04,4,20099000,Texas,475
Technology,2,4100000,14,,Acquisition,2018-03-08,2,20100000,New York,680
Technology,2,10100000,0,,Active,2020-07-14,2,20100000,California,16
Healthcare,1,20050000,95,,Active,2012-11-26,3,70050000,California,498
Technology,1,20050000,0,,Active,2016-02-08,1,20050000,California,2
Technology,1,20050000,38,,Active,2015-03-06,4,43508000,Washington,547
Technology,1,20050000,41,,Active,2021-06-03,1,20050000,California,209
Healthcare,2,10023000,14,,Pending Acquisition,2017-12-17,3,20023000,California,989
Industrials,2,6000000,0,,Active,2019-03-14,3,24649200,California,6
Healthcare,2,11500000,0,,Active,2020-06-04,2,20008900,Florida,50
Healthcare,2,5000000,105,,Active,2015-01-07,12,89500100,California,2064
Technology,1,20000000,43,,Acquisition,2014-10-23,1,20000000,Nevada,767
Technology,2,10000000,37,,Active,2015-02-27,2,20000000,California,640
Healthcare,3,4000000,12,,Active,2014-01-08,6,48008000,California,273
Healthcare,1,20000000,0,,Active,2014-11-12,1,20000000,Ohio,64
Consumer Cyclicals,2,0,17,,Active,2013-06-11,3,55000000,Rhode Island,584
Technology,2,16500000,0,,Active,2015-01-08,5,46086800,California,14
Healthcare,3,0,5,,Went Public,2014-09-29,9,85725100,Massachusetts,116
Technology,2,15000000,23,,Active,2012-04-26,6,38058100,California,3095
Technology,1,20000000,0,,Acquisition,2015-03-12,4,148500000,California,28
Technology,2,10000000,43,,Pending Acquisition,2014-08-21,3,48500000,California,298
Technology,1,20000000,0,,Acquisition,2015-04-10,2,29400000,California,89
Healthcare,1,20000000,0,,Active,2015-12-31,1,20000000,California,6
Technology,2,0,0,,Active,2013-10-01,6,25000100,Connecticut,808
Technology,1,20000000,25,,Pending Acquisition,2016-01-26,1,20000000,New York,14
Consumer Cyclicals,2,0,0,,Active,2016-01-08,3,60000000,New York,1
Technology,2,13000000,47,,Acquisition,2014-12-11,6,79399900,California,459
Technology,1,20000000,22,,Acquisition,2012-11-21,1,20000000,California,1042
Healthcare,1,20000000,88,,Acquisition,2012-10-19,10,94164900,California,1176
Basic Materials,1,20000000,0,,Acquisition,2012-03-07,3,25100100,Virginia,839
Technology,2,5000000,21,,Active,2015-09-30,5,94806000,California,1716
Technology,3,0,0,,Active,2015-07-17,3,20000000,New York,662
Healthcare,1,20000000,0,,Active,2013-01-11,1,20000000,Maryland,1593
Technology,2,15000000,0,,Active,2017-03-31,2,19999600,Nevada,89
Technology,1,20000000,0,,Active,2017-06-07,2,153000000,California,24
Consumer Cyclicals,1,20000000,0,,Active,2017-06-12,2,46403000,New York,886
Technology,1,20000000,3,,Active,2017-05-31,1,20000000,California,34
Technology,2,20000000,0,,Pending Acquisition,2013-04-18,9,84475100,California,1596
Technology,1,20000000,35,,Active,2017-09-19,3,126299800,California,1
Technology,1,20000000,45,,Active,2017-10-02,2,57500000,California,1
Technology,1,20000000,31,,Acquisition,2017-08-01,1,20000100,California,67
Technology,1,20000000,0,,Active,2017-10-24,5,195000000,California,1269
Technology,1,20000000,16,,Pending Acquisition,2012-05-09,6,97300200,Massachusetts,2010
Technology,1,20000000,0,,Active,2017-10-04,4,83361000,Texas,40
Technology,2,0,0,180000000,Active,2017-11-15,3,120000000,New York,1281
Healthcare,1,20000000,0,,Acquisition,2017-11-30,2,20656000,Washington,1264
Technology,2,5000000,0,,Active,2017-12-14,4,49999900,California,1
Industrials,1,20000000,38,,Active,2018-03-12,1,20000000,California,2
Healthcare,1,20000000,25,,Active,2016-08-24,3,230000400,California,581
Technology,2,8000000,40,,Active,2018-05-08,2,20000000,California,0
Healthcare,1,20000000,39,,Active,2018-05-16,3,83276000,Massachusetts,0
Technology,1,20000000,29,,Acquisition,2015-07-09,2,44000000,California,1550
Technology,1,20000000,35,,Active,2018-09-27,2,19999800,Michigan,1145
Consumer Non-Cyclicals,3,7000000,34,,Active,2018-11-01,3,19999900,California,1
Technology,2,10000000,0,,Active,2019-01-08,3,21835000,North Carolina,2
Technology,1,20000000,26,,Active,2019-02-27,2,29500100,California,716
Technology,1,20000000,27,,Active,2019-03-20,2,50000100,California,925
Industrials,1,20000000,26,,Active,2020-02-18,1,19999800,California,448
Industrials,2,5000000,0,,Active,2020-03-10,2,20000000,California,13
Technology,2,10000000,34,,Active,2020-04-07,3,68000200,California,556
Healthcare,2,0,40,,Active,2020-05-06,2,20000000,California,1
Consumer Cyclicals,2,0,0,,Active,2020-06-24,2,20000000,California,26
Financials,1,20000000,0,,Active,2020-06-23,1,20000000,California,30
Technology,1,20000000,0,,Active,2020-07-14,1,20000000,California,311
Consumer Cyclicals,1,20000000,0,,Went Public,2020-08-18,1,20000100,California,1
Technology,2,5000000,33,,Active,2020-09-18,3,20000400,California,283
Financials,1,20000000,0,,Active,2020-10-23,1,20000000,New York,3
Technology,1,20000000,46,,Active,2020-11-10,1,20000000,California,297
Technology,1,20000000,33,,Active,2020-11-12,2,22600000,New York,190
Healthcare,1,20000000,0,,Active,2020-11-19,1,19999700,California,1
Industrials,2,20000000,71,,Active,2020-12-03,3,20000000,Colorado,56
Technology,2,13000000,46,,Active,2021-01-28,5,57036400,California,291
Technology,2,0,0,,Active,2021-01-25,2,20000000,California,186
Technology,2,5000000,0,,Active,2021-02-11,3,21600000,Delaware,37
Technology,2,5000000,25,,Active,2021-02-11,2,20000100,California,2
Technology,1,20000000,49,,Active,2021-02-18,1,19999800,California,1
Technology,2,5000000,14,,Active,2021-02-26,2,20000100,Kansas,3
Technology,1,20000000,38,,Active,2021-03-10,1,20000100,Massachusetts,62
Technology,3,9000000,14,,Active,2021-03-10,3,20000100,New York,293
Technology,1,20000000,31,,Active,2019-07-30,1,19999800,California,650
Technology,1,20000000,333,,Active,2019-10-10,1,20000000,Pennsylvania,1
Consumer Non-Cyclicals,1,20000000,47,,Active,2019-11-01,1,20000000,New York,28
Technology,1,20000000,41,,Active,2022-02-08,1,20000000,California,3
Technology,1,20000000,6,,Active,2021-08-31,1,20000800,California,167
Technology,1,20000000,50,,Active,2022-02-15,1,20000100,California,1
Financials,1,20000000,0,80000000,Active,2021-10-21,1,20000000,Massachusetts,119
Technology,1,20000000,26,,Active,2022-02-17,1,20000000,Colorado,2
Technology,1,20000000,42,,Active,2021-07-15,1,20000000,New York,117
Technology,2,5000000,54,,Active,2021-07-15,3,21651000,New York,1
Consumer Cyclicals,1,20000000,30,,Active,2021-07-14,1,20000100,California,96
Technology,1,20000000,30,,Active,2021-07-19,1,20000000,California,208
Consumer Cyclicals,1,20000000,43,,Active,2021-07-21,1,20000000,New York,93
Technology,1,20000000,0,,Active,2021-07-28,1,20000100,Massachusetts,3
Technology,1,20000000,5,,Active,2021-08-10,1,20000000,California,162
Technology,1,20000000,0,,Active,2021-08-31,1,19999200,California,141
Healthcare,1,20000000,0,,Active,2021-09-07,1,20000000,California,58
Technology,1,20000000,32,,Active,2021-09-09,1,20000000,California,2
Technology,1,20000000,44,,Active,2021-09-14,1,20000000,California,14
Consumer Cyclicals,1,20000000,0,,Active,2021-09-14,1,20000100,California,2
Healthcare,1,20000000,29,,Active,2021-09-16,1,20000000,California,1
Technology,1,20000000,33,,Active,2021-09-21,2,24500100,California,45
Technology,1,20000000,0,,Active,2021-09-29,1,19999700,California,2
Academic & Educational Services,1,20000000,27,,Active,2021-03-26,1,20000500,California,225
Technology,1,20000000,51,,Active,2021-04-06,3,21003000,Pennsylvania,1
Technology,1,20000000,71,,Active,2020-12-07,1,19999700,California,163
Technology,1,20000000,0,,Active,2021-05-18,1,20000000,California,45
Technology,1,20000000,17,,Active,2021-05-20,1,20000000,Texas,28
Healthcare,1,20000000,40,,Active,2021-04-30,2,23499800,New York,35
Technology,1,20000000,18,,Active,2021-06-17,2,20000000,California,1
Industrials,1,20000000,22,,Active,2021-10-27,1,19999800,California,1
Technology,1,20000000,22,,Active,2021-11-09,1,19999800,California,67
Industrials,1,20000000,10,,Active,2021-11-15,1,20000000,California,1
Technology,1,20000000,35,,Active,2021-11-19,1,20000000,Texas,1
Technology,1,20000000,23,,Active,2021-11-22,1,20000100,Wyoming,1
Consumer Cyclicals,1,20000000,0,,Active,2021-12-15,1,20000100,Massachusetts,1
Technology,1,20000000,60,1830000000,Active,2021-12-22,1,20000000,California,1
Financials,1,20000000,22,,Active,2021-12-23,1,20000000,California,0
Technology,1,20000000,48,,Active,2021-12-17,1,20000100,Colorado,10
Healthcare,1,19999000,0,,Active,2022-01-10,2,22999000,New York,17
Healthcare,1,20000000,22,,Active,2022-01-17,1,19999800,California,1
Healthcare,1,20000000,33,,Active,2022-01-18,1,20000000,California,3
Consumer Cyclicals,1,20000000,0,,Active,2021-10-27,1,19999700,New York,84
Government Activity,1,20000000,37,,Active,2022-01-25,1,19999700,Florida,1
Technology,1,20000000,37,,Active,2022-01-31,1,20000000,California,1
Technology,1,20000000,49,200000000,Active,2022-02-09,1,20000000,California,1
Healthcare,1,19990000,13,,Active,2016-12-06,2,59990200,New York,1603
Healthcare,6,775000,0,,Active,2013-04-09,14,65463000,Tennessee,1329
Technology,2,2500000,0,,Active,2019-11-25,2,19983700,California,808
Energy,2,16951000,0,,Active,2021-11-01,2,19951200,Illinois,3
Real Estate,2,15750000,53,,Active,2020-06-11,3,19875600,California,335
Healthcare,2,2856000,43,,Active,2020-02-24,4,26355800,California,722
Technology,3,3500000,0,,Active,2021-01-25,3,19859100,California,219
Technology,3,6707000,21,,Active,2014-09-25,3,19847000,California,652
Consumer Non-Cyclicals,3,10000000,11,,Active,2020-09-29,3,19849100,California,335
Technology,2,5470000,27,,Active,2018-03-19,2,19813900,Washington,278
Technology,2,6800000,10,,Active,2019-10-29,2,19800000,California,776
Healthcare,1,19750000,0,,Active,2015-07-01,1,19750000,California,12
Healthcare,3,10000000,41,,Active,2018-10-10,3,19749900,Massachusetts,1
Industrials,2,15140000,38,,Active,2021-10-19,2,19740000,South Dakota,3
Technology,3,6135000,20,,Active,2015-11-13,7,53023000,California,385
Consumer Non-Cyclicals,1,19717000,0,,Active,2018-04-03,3,23742000,Massachusetts,7
Healthcare,2,4706000,0,,Active,2021-01-05,2,19706000,New York,30
Technology,3,4500000,0,,Acquisition,2013-03-12,5,85750000,Massachusetts,695
Technology,2,4695000,37,,Active,2019-02-12,3,54695200,California,896
Consumer Non-Cyclicals,3,9703000,3,,Active,2020-01-27,3,19703500,California,653
Industrials,3,4000000,17,,Active,2020-06-12,3,19700000,California,311
Technology,2,16600000,0,,Active,2021-03-12,2,19699800,California,75
Healthcare,4,2075000,17,,Acquisition,2018-01-03,9,20865200,Missouri,741
Technology,3,8625000,40,,Active,2014-05-14,8,185198200,New York,2260
Consumer Cyclicals,2,8800000,0,,Active,2018-10-25,4,28402000,California,538
Healthcare,3,3117000,26,,Went Public,2013-01-31,7,121724200,Kansas,1397
Consumer Cyclicals,4,4789000,0,,Active,2015-06-08,4,19586700,New York,539
Consumer Cyclicals,1,19564000,0,,Acquisition,2015-07-10,1,19563900,California,89
Technology,3,13000000,47,,Active,2016-12-13,7,119038400,California,1522
Technology,2,1500000,26,,Acquisition,2012-02-23,8,19500000,California,772
Technology,2,7000000,32,,Active,2016-09-16,3,19500100,Georgia,1610
Technology,2,5000000,39,,Active,2019-04-30,2,19500200,California,996
Technology,2,4500000,0,,Active,2020-10-09,2,19500000,New York,41
Technology,2,4500000,17,,Active,2021-05-17,2,19500000,California,150
Consumer Non-Cyclicals,1,19485000,0,,Acquisition,2019-03-07,1,19485000,California,802
Technology,3,8450000,9,,Acquisition,2018-09-19,3,19450000,California,1220
Technology,2,6021000,34,,Active,2012-10-30,5,48042200,California,765
Technology,2,4400000,0,,Active,2014-06-12,2,19400100,California,2437
Healthcare,2,9400000,29,,Active,2015-08-26,5,20418000,California,584
Technology,3,3000000,14,,Active,2019-03-05,3,19400000,Texas,290
Technology,2,4400000,21,,Active,2020-12-03,2,19400200,New York,434
Technology,2,14350000,18,,Active,2018-06-29,2,19375000,Oregon,3
Consumer Non-Cyclicals,3,3380000,25,,Active,2015-06-30,3,19380000,California,2093
Technology,3,1650000,21,,Active,2017-10-10,4,49322000,California,1549
Technology,2,3000000,0,,Active,2019-09-18,2,19312000,New York,8
Technology,2,2300000,15,,Active,2019-01-29,2,19300300,California,1016
Technology,2,15000000,15,,Active,2021-04-28,2,19299900,California,83
Consumer Cyclicals,1,19265000,35,,Active,2016-10-06,1,19265100,Texas,1590
Technology,3,9000000,0,,Acquisition,2016-11-29,3,19250200,New York,1613
Technology,1,19250000,0,,Active,2019-11-21,2,88430000,New York,26
Technology,4,5049000,23,,Active,2013-07-12,9,106845100,California,2265
Technology,1,19200000,16,,LBO,2012-04-19,2,19200000,California,721
Industrials,2,9200000,1,,Active,2018-04-13,3,119200700,California,1345
Technology,4,1700000,16,,Active,2019-05-16,4,19200000,California,1003
Industrials,3,0,7,,Active,2017-08-01,6,474163600,California,1384
Technology,1,19110000,29,,Active,2016-05-19,2,72040000,California,2091
Real Estate,2,17112000,41,,Active,2018-06-04,6,190124100,Washington,1122
Financials,2,7463000,60,,Active,2020-10-12,2,19107000,Illinois,1
Healthcare,4,7400000,75,,Active,2013-03-20,9,51265200,Texas,1349
Technology,2,18000000,0,,Acquisition,2015-05-13,4,65975000,California,2196
Technology,2,4100000,0,,Active,2020-02-12,2,19100000,California,128
Technology,2,3500000,0,,Active,2020-06-30,2,19100000,Ohio,20
Healthcare,1,19100000,24,,Pending Acquisition,2018-12-28,4,19100000,North Carolina,838
Technology,1,19091000,33,,Active,2013-10-24,6,252692200,Massachusetts,1407
Real Estate,2,0,26,,Active,2019-03-06,4,219091200,California,798
Technology,3,5300000,0,,Active,2018-01-25,3,19066800,Massachusetts,1
Technology,2,2060000,0,,Active,2020-02-26,3,69055100,New York,246
Healthcare,3,11200000,13,,Active,2019-04-15,3,19008900,Massachusetts,3
Technology,1,19000000,24,,Acquisition,2013-01-08,2,21000100,California,3051
Healthcare,1,19000000,0,,Active,2014-02-24,1,19000000,Massachusetts,2331
Healthcare,2,12090000,68,,Active,2012-07-19,9,85457100,Colorado,2764
Technology,3,10000000,10,,Acquisition,2015-06-16,4,42000000,California,1596
Technology,1,19000000,47,,Went Public,2014-04-24,6,820699800,California,916
Technology,1,19000000,35,,Active,2014-01-09,6,58194000,California,729
Consumer Non-Cyclicals,1,19000000,0,,Pending Acquisition,2017-11-01,1,19000000,Illinois,27
Healthcare,2,0,36,,Active,2018-01-07,3,63000000,Florida,9
Technology,3,4500000,16,50500000,Active,2018-04-24,3,18999900,California,2
Financials,2,13000000,28,,Active,2018-05-09,6,292199900,California,1
Technology,2,15000000,31,,Active,2016-07-26,5,106499800,California,1756
Consumer Cyclicals,2,9000000,0,,Active,2017-07-13,2,19000000,Florida,322
Financials,2,4000000,11,,Active,2018-12-14,2,19000000,New York,1117
Financials,2,5000000,0,,Active,2020-05-06,2,19000000,Texas,0
Technology,2,4000000,0,,Active,2020-10-30,2,19000000,California,6
Industrials,1,19000000,47,,Active,2020-11-19,2,43000200,California,4
Technology,2,3999000,0,,Active,2020-12-02,2,18999000,California,30
Consumer Non-Cyclicals,1,19000000,55,,Active,2019-07-17,1,19000000,California,670
Technology,1,19000000,29,,Active,2021-06-23,1,18999900,Pennsylvania,114
Technology,1,19000000,33,,Active,2021-10-13,1,19000000,New York,80
Technology,2,3900000,0,,Active,2021-01-25,2,18988500,New York,383
Technology,1,18979000,41,,Active,2012-06-07,5,132779200,California,1310
Healthcare,2,10972000,53,,Active,2020-05-21,4,25348900,California,235
Technology,1,18973000,36,,Active,2019-12-18,3,67495200,North Dakota,521
Technology,2,0,34,81045000,Active,2015-10-09,10,839774700,California,2295
Technology,2,12905000,33,,Active,2016-04-04,6,98125200,California,1349
Consumer Non-Cyclicals,2,18645000,0,,Active,2020-09-01,2,18894000,California,3
Technology,4,0,36,,Pending Acquisition,2016-03-14,9,105926700,California,1471
Technology,1,18850000,35,,Active,2021-11-22,1,18850000,New York,2
Technology,1,18835000,28,,Active,2015-05-06,11,167967100,California,686
Technology,2,15500000,0,,Active,2021-01-13,2,18843000,Maryland,7
Healthcare,1,18834000,25,,Active,2021-02-10,1,18834000,California,29
Utilities,1,18817000,43,,Acquisition,2015-07-23,5,70822900,California,768
Technology,3,12999400,43,,Active,2016-01-13,4,34304700,California,1071
Technology,3,17000000,38,,Active,2015-09-19,7,1107300200,California,2055
Industrials,3,3000000,4,,Active,2014-12-22,7,707500000,Texas,2548
Technology,3,2500000,10,,Active,2012-10-30,3,18750000,New York,1666
